# Time [MJD], Angular separation [deg]
5.943581860788186896e+04,1.143907260894775391e+01
5.943623243570727209e+04,1.176805973052978516e+01
5.943664626353267522e+04,1.219463253021240234e+01
5.943706009135807108e+04,1.256278324127197266e+01
5.943747391918347421e+04,1.293637084960937500e+01
5.943788774700887734e+04,1.335765743255615234e+01
5.943830157483428047e+04,1.368524265289306641e+01
5.943871540265968360e+04,1.413180255889892578e+01
5.943912923048508674e+04,1.448197841644287109e+01
5.943954305831048987e+04,1.488133335113525391e+01
5.943995688613589300e+04,1.527901172637939453e+01
5.944037071396129613e+04,1.564725685119628906e+01
5.944078454178669926e+04,1.607629013061523438e+01
5.944119836961210240e+04,1.641100502014160156e+01
5.944161219743750553e+04,1.685717964172363281e+01
5.944202602526290866e+04,1.721662902832031250e+01
5.944243985308831179e+04,1.761258125305175781e+01
5.944285368091370765e+04,1.802245330810546875e+01
5.944326750873911078e+04,1.836637878417968750e+01
5.944368133656451391e+04,1.881793212890625000e+01
5.944409516438991704e+04,1.915853309631347656e+01
5.944450899221532018e+04,1.957906532287597656e+01
5.944492282004072331e+04,1.996332550048828125e+01
5.944533664786612644e+04,2.032726097106933594e+01
5.944575047569152957e+04,2.076721191406250000e+01
5.944616430351693270e+04,2.110675811767578125e+01
5.944657813134233584e+04,2.154601669311523438e+01
5.944699195916773897e+04,2.191029548645019531e+01
5.944740578699314210e+04,2.232724952697753906e+01
5.944781961481854523e+04,2.272148323059082031e+01
5.944823344264394837e+04,2.308263397216796875e+01
5.944864727046934422e+04,2.352107620239257812e+01
5.944906109829474735e+04,2.386563873291015625e+01
5.944947492612015049e+04,2.430453491210937500e+01
5.944988875394555362e+04,2.467585754394531250e+01
5.945030258177095675e+04,2.505984115600585938e+01
5.945071640959635988e+04,2.548563957214355469e+01
5.945113023742176301e+04,2.582260894775390625e+01
5.945154406524716615e+04,2.627803039550781250e+01
5.945195789307256928e+04,2.663100624084472656e+01
5.945237172089797241e+04,2.704689979553222656e+01
5.945278554872337554e+04,2.744604492187500000e+01
5.945319937654877867e+04,2.780724525451660156e+01
5.945361320437418181e+04,2.825985145568847656e+01
5.945402703219957766e+04,2.859740066528320312e+01
5.945444086002498079e+04,2.903718757629394531e+01
5.945485468785038393e+04,2.941116333007812500e+01
5.945526851567578706e+04,2.981592369079589844e+01
5.945568234350119019e+04,3.022513771057128906e+01
5.945609617132659332e+04,3.057473754882812500e+01
5.945650999915199645e+04,3.101797294616699219e+01
5.945692382697739959e+04,3.137410926818847656e+01
5.945733765480280272e+04,3.180651092529296875e+01
5.945775148262820585e+04,3.219168853759765625e+01
